X,Y,code,lat,lon,elevation,station_name,STATEFP,UNSDLEA,AFFGEOID,GEOID,district,LSAD,ALAND,AWATER
-80.85000,39.68330,USC00466467,39.68330,-80.85000,214.00000,WV NEW MARTINSVILLE 4,54,01560,9700000US5401560,5401560,Wetzel County School District,00,927380674,8458366
-81.20000,38.58330,USC00466480,38.58330,-81.20000,-999.90000,WV NEWTON,54,01320,9700000US5401320,5401320,Roane County School District,00,1252422377,404682
-81.01670,38.06670,USC00466565,38.06670,-81.01670,686.40000,WV NUTTALLBURG,54,00300,9700000US5400300,5400300,Fayette County School District,00,1713494053,17519186
-81.15080,37.97140,USC00466591,37.97140,-81.15080,621.80000,WV OAK HILL,54,00300,9700000US5400300,5400300,Fayette County School District,00,1713494053,17519186
-81.62140,37.67610,USC00466600,37.67610,-81.62140,402.30000,WV OCEANA 2,54,01650,9700000US5401650,5401650,Wyoming County School District,00,1293577262,6126986
-81.63330,37.68330,USC00466602,37.68330,-81.63330,365.80000,WV OCEANA 1,54,01650,9700000US5401650,5401650,Wyoming County School District,00,1293577262,6126986
-78.28330,39.50000,USC00466674,39.50000,-78.28330,289.90000,WV OMPS,54,00990,9700000US5400990,5400990,Morgan County School District,00,593295476,1401570
-80.50000,37.70000,USC00466725,37.70000,-80.50000,678.20000,WV ORGAN CAVE,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-79.63330,38.71670,USC00466743,38.71670,-79.63330,1097.30000,WV OSCEOLA (1),54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-79.63390,39.07360,USC00466867,39.07360,-79.63390,541.00000,WV PARSONS 1,54,01410,9700000US5401410,5401410,Tucker County School District,00,1085094884,5528932
-79.68330,39.10000,USC00466868,39.10000,-79.68330,580.00000,WV PARSONS 2,54,01410,9700000US5401410,5401410,Tucker County School District,00,1085094884,5528932
-79.68330,39.11670,USC00466871,39.11670,-79.68330,487.70000,WV PARSONS 2,54,01410,9700000US5401410,5401410,Tucker County School District,00,1085094884,5528932
-81.90810,37.34530,USC00466900,37.34530,-81.90810,615.70000,WV PAYNESVILLE 1,54,00810,9700000US5400810,5400810,McDowell County School District,00,1381646921,3733264
-82.29860,38.41970,USC00466912,38.41970,-82.29860,174.70000,WV PEA RIDGE PSD,54,00180,9700000US5400180,5400180,Cabell County School District,00,727838071,18122000
-80.96670,39.28330,USC00466920,39.28330,-80.96670,-999.90000,WV PENNSBORO,54,01290,9700000US5401290,5401290,Ritchie County School District,00,1170648311,4425143
-78.66670,39.00000,USC00466940,39.00000,-78.66670,446.50000,WV PERRY,54,00480,9700000US5400480,5400480,Hardy County School District,00,1508194649,5617193
-79.13610,38.99890,USC00466952,38.99890,-79.13610,295.00000,WV PETERSBURG,54,00360,9700000US5400360,5400360,Grant County School District,00,1236390684,7545524
-79.16670,38.96670,USC00466956,38.96670,-79.16670,366.10000,WV PETERSBURG 3,54,00360,9700000US5400360,5400360,Grant County School District,00,1236390684,7545524
-79.20000,38.88330,USC00466960,38.88330,-79.20000,342.90000,WV PETERSBURG 9,54,00360,9700000US5400360,5400360,Grant County School District,00,1236390684,7545524
-80.04110,39.14610,USC00466982,39.14610,-80.04110,396.20000,WV PHILIPPI,54,00030,9700000US5400030,5400030,Barbour County School District,00,883338731,4639232
-80.19580,38.67890,USC00466989,38.67890,-80.19580,877.80000,WV PICKENS 2,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-80.21670,38.66670,USC00466991,38.66670,-80.21670,844.30000,WV PICKENS 1,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-80.21670,38.65000,USC00466996,38.65000,-80.21670,823.90000,WV PICKENS 2,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-80.21670,38.61670,USC00466998,38.61670,-80.21670,1021.10000,WV PICKENS 2,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-80.18330,38.61670,USC00467001,38.61670,-80.18330,1066.50000,WV PICKENS 4,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-80.70140,40.14780,USC00467018,40.14780,-80.70140,195.10000,WV PIKE ISLAND L&D,54,01050,9700000US5401050,5401050,Ohio County School District,00,274098955,8274300
-81.53560,37.57420,USC00467029,37.57420,-81.53560,402.30000,WV PINEVILLE,54,01650,9700000US5401650,5401650,Wyoming County School District,00,1293577262,6126986
-79.53330,39.51670,USC00467055,39.51670,-79.53330,-999.90000,WV PLEASANT HILL PRESTON,54,01170,9700000US5401170,5401170,Preston County School District,00,1680406633,6681831
-82.13330,38.85000,USC00467105,38.85000,-82.13330,174.00000,WV POINT PLEASANT,54,00780,9700000US5400780,5400780,Mason County School District,00,1115633279,36174541
-82.06670,38.91670,USC00467110,38.91670,-82.06670,192.00000,WV POINT PLEASANT 6,54,00780,9700000US5400780,5400780,Mason County School District,00,1115633279,36174541
-82.11670,38.91670,USC00467112,38.91670,-82.11670,185.90000,WV POINT PLEASANT 5,54,00780,9700000US5400780,5400780,Mason County School District,00,1115633279,36174541
-80.56670,39.05000,USC00467115,39.05000,-80.56670,326.10000,WV POLK CREEK,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-81.31670,38.08330,USC00467135,38.08330,-81.31670,275.50000,WV POWELLTON,54,00300,9700000US5400300,5400300,Fayette County School District,00,1713494053,17519186
-81.08220,37.38420,USC00467207,37.38420,-81.08220,722.40000,WV PRINCETON,54,00840,9700000US5400840,5400840,Mercer County School District,00,1085116214,4432246
-81.91110,38.91860,USC00467287,38.91860,-81.91110,177.10000,WV RACINE L&D,54,00780,9700000US5400780,5400780,Mason County School District,00,1115633279,36174541
-80.78330,37.96670,USC00467306,37.96670,-80.78330,737.90000,WV RAINELLE,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-81.16670,37.76670,USC00467320,37.76670,-81.16670,649.20000,WV RALEIGH,54,01230,9700000US5401230,5401230,Raleigh County School District,00,1567864566,10336250
-77.92030,39.32470,USC00467342,39.32470,-77.92030,170.70000,WV RANSON 4NW,54,00570,9700000US5400570,5400570,Jefferson County School District,00,543006593,5216623
-81.76670,38.95000,USC00467352,38.95000,-81.76670,177.10000,WV RAVENSWOOD LOCK PARK,54,00540,9700000US5400540,5400540,Jackson County School District,00,1202677932,18836099
-81.82030,37.59720,USC00467372,37.59720,-81.82030,426.70000,WV RD BAILEY LAKE,54,01650,9700000US5401650,5401650,Wyoming County School District,00,1293577262,6126986
-79.78330,39.50000,USC00467425,39.50000,-79.78330,521.20000,WV REEDSVILLE,54,01170,9700000US5401170,5401170,Preston County School District,00,1680406633,6681831
-79.83330,39.50000,USC00467427,39.50000,-79.83330,537.10000,WV REEDSVILLE EXP FARM,54,01170,9700000US5401170,5401170,Preston County School District,00,1680406633,6681831
-80.35000,37.96670,USC00467444,37.96670,-80.35000,580.00000,WV RENICK 2,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-80.36670,38.00000,USC00467449,38.00000,-80.36670,655.90000,WV RENICK 2,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-80.36440,37.99140,USC00467455,37.99140,-80.36440,634.00000,WV RENICK 3,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-80.55000,38.25000,USC00467502,38.25000,-80.55000,668.10000,WV RICHWOOD,54,01020,9700000US5401020,5401020,Nicholas County School District,00,1675296013,19608975
-80.55000,38.23330,USC00467503,38.23330,-80.55000,732.10000,WV RICHWOOD,54,01020,9700000US5401020,5401020,Nicholas County School District,00,1675296013,19608975
-80.51670,38.26670,USC00467504,38.26670,-80.51670,929.90000,WV RICHWOOD 3,54,01020,9700000US5401020,5401020,Nicholas County School District,00,1675296013,19608975
-80.51670,38.20000,USC00467505,38.20000,-80.51670,954.30000,WV RICHWOOD 1,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-80.52060,38.20610,USC00467513,38.20610,-80.52060,941.80000,WV RICHWOOD 1SSE,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-80.33330,38.95000,USC00467536,38.95000,-80.33330,331.90000,WV RT FORK OF STONECOAL,54,01470,9700000US5401470,5401470,Upshur County School District,00,918506895,302703
-81.71190,38.81720,USC00467552,38.81720,-81.71190,179.80000,WV RIPLEY,54,00540,9700000US5400540,5400540,Jackson County School District,00,1202677932,18836099
-80.48330,38.93330,USC00467598,38.93330,-80.48330,320.00000,WV ROANOKE,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-81.96670,38.65000,USC00467614,38.65000,-81.96670,174.00000,WV ROBERTSBURG,54,01200,9700000US5401200,5401200,Putnam County School District,00,895302287,12226982
-80.30750,38.85610,USC00467649,38.85610,-80.30750,533.10000,WV ROCK CAVE 2,54,01470,9700000US5401470,5401470,Upshur County School District,00,918506895,302703
-80.33330,39.13330,USC00467658,39.13330,-80.33330,317.00000,WV ROCKFORD,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.50000,38.98330,USC00467718,38.98330,-80.50000,317.00000,WV ROHRBOUGH,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-78.77280,39.33890,USC00467730,39.33890,-78.77280,219.50000,WV ROMNEY 1,54,00420,9700000US5400420,5400420,Hampshire County School District,00,1658614732,10922070
-80.96360,38.77780,USC00467743,38.77780,-80.96360,228.60000,WV ROSEDALE 3,54,00330,9700000US5400330,5400330,Gilmer County School District,00,876717634,4082111
-79.66970,39.34190,USC00467785,39.34190,-79.66970,433.70000,WV ROWLESBURG 1,54,01170,9700000US5401170,5401170,Preston County School District,00,1680406633,6681831
-81.46670,38.65000,USC00467846,38.65000,-81.46670,207.30000,WV RYAN,54,01320,9700000US5401320,5401320,Roane County School District,00,1252422377,404682
-81.83390,38.38330,USC00467852,38.38330,-81.83390,196.90000,WV SAINT ALBANS,54,00600,9700000US5400600,5400600,Kanawha County School District,00,-1959751630,24056487
-81.20000,39.38330,USC00467875,39.38330,-81.20000,198.10000,WV ST MARYS,54,01110,9700000US5401110,5401110,Pleasants County School District,00,336965607,11510007
-80.56670,39.28330,USC00467883,39.28330,-80.56670,320.00000,WV SALEM,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.58330,39.30000,USC00467884,39.30000,-80.58330,342.00000,WV SALEM JACOBS RUN 1,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.56670,39.30000,USC00467885,39.30000,-80.56670,326.10000,WV SALEM JACOBS RUN 2,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.55000,39.26670,USC00467886,39.26670,-80.55000,326.10000,WV SALEM PATTERSON FORK J,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.56670,39.25000,USC00467887,39.25000,-80.56670,348.10000,WV SALEM PATTERSON LEFT F,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.58330,39.26670,USC00467888,39.26670,-80.58330,351.10000,WV SALEM PATTERSON RIGHT,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.43330,38.91670,USC00467901,38.91670,-80.43330,328.90000,WV SAND FORK,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-81.56580,38.98170,USC00467918,38.98170,-81.56580,195.10000,WV SANDYVILLE 9,54,00540,9700000US5400540,5400540,Jackson County School District,00,1202677932,18836099
-81.66670,38.91670,USC00467920,38.91670,-81.66670,180.40000,WV SANDYVILLE,54,00540,9700000US5400540,5400540,Jackson County School District,00,1202677932,18836099
-79.92500,38.33330,USC00468051,38.33330,-79.92500,746.80000,WV SENECA SF 1N,54,01140,9700000US5401140,5401140,Pocahontas County School District,00,-1859645108,3978619
-81.05000,37.70000,USC00468083,37.70000,-81.05000,811.10000,WV SHADY SPRINGS 2,54,01230,9700000US5401230,5401230,Raleigh County School District,00,1567864566,10336250
-81.78330,37.91670,USC00468100,37.91670,-81.78330,271.00000,WV SHARPLES,54,00690,9700000US5400690,5400690,Logan County School District,00,1175209778,4830034
-80.30000,39.38330,USC00468145,39.38330,-80.30000,278.00000,WV SHINNSTON,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-79.63330,38.71670,USC00468172,38.71670,-79.63330,1067.10000,WV SINKS OF GANDY,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-81.63330,38.53330,USC00468190,38.53330,-81.63330,181.10000,WV SISSONVILLE,54,00600,9700000US5400600,5400600,Kanawha County School District,00,-1959751630,24056487
-81.64530,38.51690,USC00468191,38.51690,-81.64530,187.50000,WV SISSONVILLE 1SW,54,00600,9700000US5400600,5400600,Kanawha County School District,00,-1959751630,24056487
-80.11670,38.41670,USC00468220,38.41670,-80.11670,853.10000,WV SLATYFORK,54,01140,9700000US5401140,5401140,Pocahontas County School District,00,-1859645108,3978619
-80.73330,39.28330,USC00468274,39.28330,-80.73330,246.90000,WV SMITHBURG,54,00270,9700000US5400270,5400270,Doddridge County School District,00,828070519,1958441
-80.63330,39.53330,USC00468282,39.53330,-80.63330,259.10000,WV SMITHFIELD,54,01560,9700000US5401560,5401560,Wetzel County School District,00,927380674,8458366
-81.09890,39.07280,USC00468286,39.07280,-81.09890,231.60000,WV SMITHVILLE,54,01290,9700000US5401290,5401290,Ritchie County School District,00,1170648311,4425143
-80.66670,37.88330,USC00468295,37.88330,-80.66670,747.10000,WV SMOOT,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-79.99500,38.39890,USC00468308,38.39890,-79.99500,1478.30000,WV SNOWSHOE,54,01140,9700000US5401140,5401140,Pocahontas County School District,00,-1859645108,3978619
-81.70000,38.36670,USC00468345,38.36670,-81.70000,182.30000,WV S CHARLESTON LOCK 6,54,00600,9700000US5400600,5400600,Kanawha County School District,00,-1959751630,24056487
-81.98080,38.75060,USC00468351,38.75060,-81.98080,175.60000,WV SOUTHSIDE 3,54,00780,9700000US5400780,5400780,Mason County School District,00,1115633279,36174541
-81.35830,38.80080,USC00468384,38.80080,-81.35830,293.80000,WV SPENCER,54,01320,9700000US5401320,5401320,Roane County School District,00,1252422377,404682
-78.70000,39.46670,USC00468409,39.46670,-78.70000,244.10000,WV SPRINGFIELD 1,54,00420,9700000US5400420,5400420,Hampshire County School District,00,1658614732,10922070
-79.53330,38.70000,USC00468432,38.70000,-79.53330,1388.10000,WV SPRUCE KNOB,54,01080,9700000US5401080,5401080,Pendleton County School District,00,1802751456,5437237
-79.51670,38.68330,USC00468433,38.68330,-79.51670,929.90000,WV SPRUCE KNOB,54,01080,9700000US5401080,5401080,Pendleton County School District,00,1802751456,5437237
-80.47390,39.00470,USC00468522,39.00470,-80.47390,318.50000,WV STONEWALL JACKSON DAM,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-79.30000,39.13330,USC00468536,39.13330,-79.30000,1036.90000,WV STONY RIVER DAM,54,00360,9700000US5400360,5400360,Grant County School District,00,1236390684,7545524
-79.28330,39.16670,USC00468538,39.16670,-79.28330,990.90000,WV STONY RIVER DAM 2,54,00360,9700000US5400360,5400360,Grant County School District,00,1236390684,7545524
-80.41670,38.83330,USC00468580,38.83330,-80.41670,360.00000,WV SUGARCAMP RUN,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-79.27580,38.57000,USC00468589,38.57000,-79.27580,533.40000,WV SUGAR GROVE 4,54,01080,9700000US5401080,5401080,Pendleton County School District,00,1802751456,5437237
-80.83330,38.28330,USC00468608,38.28330,-80.83330,588.90000,WV SUMMERSVILLE,54,01020,9700000US5401020,5401020,Nicholas County School District,00,1675296013,19608975
-80.89390,38.22000,USC00468614,38.22000,-80.89390,538.90000,WV SUMMERSVILLE LAKE,54,01020,9700000US5401020,5401020,Nicholas County School District,00,1675296013,19608975
-80.70000,38.66670,USC00468652,38.66670,-80.70000,274.90000,WV SUTTON,54,00120,9700000US5400120,5400120,Braxton County School District,00,1322996693,14144661
-80.69690,38.66110,USC00468662,38.66110,-80.69690,254.50000,WV SUTTON LAKE,54,00120,9700000US5400120,5400120,Braxton County School District,00,1322996693,14144661
-80.66670,38.65000,USC00468667,38.65000,-80.66670,412.10000,WV SUTTON 3,54,00120,9700000US5400120,5400120,Braxton County School District,00,1322996693,14144661
-80.41670,39.23330,USC00468699,39.23330,-80.41670,305.10000,WV SYCAMORE CREEK,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-79.63330,39.51670,USC00468730,39.51670,-79.63330,-999.90000,WV TANNERY,54,01170,9700000US5401170,5401170,Preston County School District,00,1680406633,6681831
-79.54690,39.44670,USC00468777,39.44670,-79.54690,801.60000,WV TERRA ALTA #1,54,01170,9700000US5401170,5401170,Preston County School District,00,1680406633,6681831
-79.55000,39.45000,USC00468782,39.45000,-79.55000,790.00000,WV TERRA ALTA,54,01170,9700000US5401170,5401170,Preston County School District,00,1680406633,6681831
-79.50000,39.15000,USC00468807,39.15000,-79.50000,917.40000,WV THOMAS,54,01410,9700000US5401410,5401410,Tucker County School District,00,1085094884,5528932
-79.75000,38.55000,USC00468819,38.55000,-79.75000,899.20000,WV THORNWOOD,54,01140,9700000US5401140,5401140,Pocahontas County School District,00,-1859645108,3978619
-81.08330,37.95000,USC00468844,37.95000,-81.08330,326.10000,WV THURMOND,54,00300,9700000US5400300,5400300,Fayette County School District,00,1713494053,17519186
-81.84970,38.36140,USC00468893,38.36140,-81.84970,335.30000,WV TORNADO 2,54,00600,9700000US5400600,5400600,Kanawha County School District,00,-1959751630,24056487
-79.78330,38.55000,USC00468905,38.55000,-79.78330,853.40000,WV TRAVELER'S REPOSE,54,01140,9700000US5401140,5401140,Pocahontas County School District,00,-1859645108,3978619
-81.85000,38.70000,USC00468924,38.70000,-81.85000,213.40000,WV TRIBBLE,54,00780,9700000US5400780,5400780,Mason County School District,00,1115633279,36174541
-80.03000,39.31330,USC00468986,39.31330,-80.03000,376.40000,WV TYGART DAM,54,01380,9700000US5401380,5401380,Taylor County School District,00,447475066,7532835
-80.53360,37.54360,USC00469011,37.54360,-80.53360,643.10000,WV UNION 3,54,00960,9700000US5400960,5400960,Monroe County School District,00,1224422315,2298715
-80.43330,39.26670,USC00469036,39.26670,-80.43330,328.90000,WV UPPER DAVISSON RUN,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.45000,39.23330,USC00469044,39.23330,-80.45000,326.10000,WV UPPER SYCAMORE CREEK,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-79.28330,38.78330,USC00469049,38.78330,-79.28330,469.40000,WV UPPER TRACT,54,01080,9700000US5401080,5401080,Pendleton County School District,00,1802751456,5437237
-79.91670,38.76670,USC00469068,38.76670,-79.91670,613.00000,WV VALLEY BEND,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-80.40000,39.10000,USC00469072,39.10000,-80.40000,307.80000,WV VALLEY CHAPEL,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-81.11780,38.52500,USC00469078,38.52500,-81.11780,312.10000,WV VALLEY FORK,54,00240,9700000US5400240,5400240,Clay County School District,00,885617251,4862445
-80.03690,38.54530,USC00469086,38.54530,-80.03690,739.10000,WV VALLEY HEAD,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-80.40000,38.93330,USC00469104,38.93330,-80.40000,335.90000,WV VANDALIA,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-81.53330,39.35000,USC00469168,39.35000,-81.53330,192.00000,WV VIENNA BRISCOE,54,01620,9700000US5401620,5401620,Wood County School District,00,948609299,27211253
-81.67170,37.30830,USC00469275,37.30830,-81.67170,442.00000,WV WAR 1,54,00810,9700000US5400810,5400810,McDowell County School District,00,1381646921,3733264
-78.58080,39.10580,USC00469281,39.10580,-78.58080,292.60000,WV WARDENSVILLE R M FARM,54,00480,9700000US5400480,5400480,Hardy County School District,00,1508194649,5617193
-82.43330,38.21670,USC00469321,38.21670,-82.43330,182.90000,WV WAYNE,54,01500,9700000US5401500,5401500,Wayne County School District,00,1310504122,15860720
-82.44310,38.22610,USC00469323,38.22610,-82.44310,182.90000,WV WAYNE 2,54,01500,9700000US5401500,5401500,Wayne County School District,00,1310504122,15860720
-80.40860,38.47390,USC00469333,38.47390,-80.40860,461.50000,WV WEBSTER SPRINGS,54,01530,9700000US5401530,5401530,Webster County School District,00,1433477403,7148637
-80.41690,38.53580,USC00469336,38.53580,-80.41690,563.90000,WV WEBSTER SPRINGS 8,54,01530,9700000US5401530,5401530,Webster County School District,00,1433477403,7148637
-80.60000,40.40000,USC00469345,40.40000,-80.60000,317.00000,WV WEIRTON,54,00450,9700000US5400450,5400450,Hancock County School District,00,213957141,13879330
-81.61610,37.42030,USC00469355,37.42030,-81.61610,429.80000,WV WELCH,54,00810,9700000US5400810,5400810,McDowell County School District,00,1381646921,3733264
-80.61190,40.27530,USC00469368,40.27530,-80.61190,201.20000,WV WELLSBURG WTR TRMT PL,54,00150,9700000US5400150,5400150,Brooke County School District,00,231034166,8714144
-81.98330,37.86670,USC00469416,37.86670,-81.98330,195.10000,WV WEST LOGAN,54,00690,9700000US5400690,5400690,Logan County School District,00,1175209778,4830034
-80.40000,39.20000,USC00469428,39.20000,-80.40000,298.40000,WV WEST MILFORD,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-80.47250,39.04390,USC00469436,39.04390,-80.47250,311.80000,WV WESTON,54,00630,9700000US5400630,5400630,Lewis County School District,00,1002071716,7108412
-80.78330,39.30000,USC00469450,39.30000,-80.78330,305.10000,WV WEST UNION,54,00270,9700000US5400270,5400270,Doddridge County School District,00,828070519,1958441
-80.76860,39.29060,USC00469458,39.29060,-80.76860,240.80000,WV W UNION 2,54,00270,9700000US5400270,5400270,Doddridge County School District,00,828070519,1958441
-80.72830,40.05670,USC00469482,40.05670,-80.72830,196.60000,WV WHEELING,54,01050,9700000US5401050,5401050,Ohio County School District,00,274098955,8274300
-80.73330,40.06970,USC00469483,40.06970,-80.73330,196.60000,WV WHEELING (1),54,01050,9700000US5401050,5401050,Ohio County School District,00,274098955,8274300
-80.70000,40.11670,USC00469484,40.11670,-80.70000,202.70000,WV WHEELING FLTR PLT,54,01050,9700000US5401050,5401050,Ohio County School District,00,274098955,8274300
-80.70000,40.10000,USC00469492,40.10000,-80.70000,200.90000,WV WHEELING WARWOOD DAM,54,01050,9700000US5401050,5401050,Ohio County School District,00,274098955,8274300
-80.30830,37.78860,USC00469522,37.78860,-80.30830,585.50000,WV WHITE SULPHUR SPRINGS,54,00390,9700000US5400390,5400390,Greenbrier County School District,00,-1654077674,12578200
-81.54280,37.98750,USC00469527,37.98750,-81.54280,250.90000,WV WHITESVILLE,54,00090,9700000US5400090,5400090,Boone County School District,00,1298967375,4305976
-80.86670,38.46670,USC00469554,38.46670,-80.86670,348.10000,WV WIDEN,54,00240,9700000US5400240,5400240,Clay County School District,00,885617251,4862445
-82.27610,37.67310,USC00469610,37.67310,-82.27610,231.60000,WV WILLIAMSON,54,00900,9700000US5400900,5400900,Mingo County School District,00,1095914381,2190076
-82.25610,37.68780,USC00469613,37.68780,-82.25610,457.20000,WV WILLIAMSON 2,54,00900,9700000US5400900,5400900,Mingo County School District,00,1095914381,2190076
-81.91530,38.52780,USC00469683,38.52780,-81.91530,186.20000,WV WINFIELD LOCKS,54,01200,9700000US5401200,5401200,Putnam County School District,00,895302287,12226982
-79.61670,38.90000,USC00469785,38.90000,-79.61670,987.60000,WV WYMER,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-81.96670,38.23330,USC00469805,38.23330,-81.96670,192.00000,WV YAWKEY,54,00660,9700000US5400660,5400660,Lincoln County School District,00,1131925075,4023478
-81.06780,37.83250,USR0000VVIE,37.83250,-81.06780,917.40000,WV GRANDVIEW WEST VIRGINIA,54,01230,9700000US5401230,5401230,Raleigh County School District,00,1567864566,10336250
-79.47420,39.01310,USW00003733,39.01310,-79.47420,1033.30000,WV ELKINS 21,54,01410,9700000US5401410,5401410,Tucker County School District,00,1085094884,5528932
-80.22890,39.29560,USW00003802,39.29560,-80.22890,366.70000,WV CLARKSBURG BENEDUM AP,54,00510,9700000US5400510,5400510,Harrison County School District,00,1077454917,1320319
-81.43920,39.34500,USW00003804,39.34500,-81.43920,253.30000,WV PARKERSBURG WOOD CO AP,54,01620,9700000US5401620,5401620,Wood County School District,00,948609299,27211253
-81.20780,37.29580,USW00003859,37.29580,-81.20780,874.80000,WV BLUEFIELD MERCER CO AP,54,00840,9700000US5400840,5400840,Mercer County School District,00,1085116214,4432246
-82.55500,38.36500,USW00003860,38.36500,-82.55500,251.20000,WV HUNTINGTON TRI STATE AP,54,01500,9700000US5401500,5401500,Wayne County School District,00,1310504122,15860720
-81.12310,37.78360,USW00003872,37.78360,-81.12310,766.30000,WV BECKLEY RALEIGH CO AP,54,01230,9700000US5401230,5401230,Raleigh County School District,00,1567864566,10336250
-79.85280,38.88530,USW00013729,38.88530,-79.85280,603.20000,WV ELKINS RANDOLPH CO AP,54,01260,9700000US5401260,5401260,Randolph County School District,00,-1602156446,667359
-77.98440,39.40190,USW00013734,39.40190,-77.98440,162.80000,WV MARTINSBURG E WV RGNL AP,54,00060,9700000US5400060,5400060,Berkeley County School District,00,831766637,1061824
-79.91640,39.64280,USW00013736,39.64280,-79.91640,378.00000,WV MORGANTOWN HART FLD,54,00930,9700000US5400930,5400930,Monongalia School District,00,932572492,15051916
-79.11670,39.00000,USW00013738,39.00000,-79.11670,307.80000,WV PETERSBURG WB CITY,54,00360,9700000US5400360,5400360,Grant County School District,00,1236390684,7545524
-81.59000,38.37940,USW00013866,38.37940,-81.59000,277.40000,WV CHARLESTON YEAGER AP,54,00600,9700000US5400600,5400600,Kanawha County School District,00,-1959751630,24056487
-81.55720,39.28110,USW00013867,39.28110,-81.55720,189.00000,WV PARKERSBURG,54,01620,9700000US5401620,5401620,Wood County School District,00,948609299,27211253
-80.64720,40.17640,USW00014894,40.17640,-80.64720,359.40000,WV WHEELING OHIO CO AP,54,01050,9700000US5401050,5401050,Ohio County School District,00,274098955,8274300
